Project ID,Project Name,Branch,Region,Start Date,Status,Issue Title,Severity,Description,Implication,Cost Impact,Management Comments 1,Management Comments 2,Recommendation,Branch Manager,Operations Manager,Supervisor
127302,Thika,N/A,N/A,2025-02-11,active,Vehicles’ fuel consumption analysis,medium,"·       A review was carried out on the mileage records for all route vehicles at the branch for the period from 1 January to 31 January 2024. The objective of this review was to assess whether the fuel consumption of the vehicles was aligned with the established standard rates, thereby ensuring the efficient utilization of resources.·       We noted that the overall fuel consumption for the fleet aligns closely with the established standard rates except for fleet with variances and which fuel will be recovered as shown below:

Route
Reg No
Model
Make
Loading Capacity in Crates
Year of Manuf
Mileage as at 31.01.25
Cum Km
Actual Cum Fuel
Actual Rate
Std Rate
Std Cum Fuel
Variance
Remarks


Kandara
KCY 223N
FE71/4D33
Mitsubishi
192
2019
332,724.00
6,505.00
929.00
7.00
7
929.29
0.29
saving


Town
KDB 096Y
FE71/4D33
Mitsubishi
192
2019
276,725.00
5,304.00
755.00
7.03
7
757.71
2.71
saving


Kibichoi
KBQ 206J
FE71/4D34
Mitsubishi
168
2011
500,486.00
5,792.00
900.00
6.44
6.5
891.08
-8.92
Faulty speedometer


Mwingi
KDA 908K
TATA
Xenon SC (4X2)
112
2020
251,039.00
7,520.00
887.00
8.48
8.5
884.71
-2.29
Cost


Kangari
KDB 349Z
FE71/4D33
Mitsubishi
192
2019
299,291.00
6,773.00
970.00
6.98
7
967.57
-2.43
Cost


Githunguri
KCF 442Z
FE84/4D34
Mitsubishi
280
2014
650,808.00
6,845.00
1,054.00
6.49
6.5
1,053.08
-0.92
okay


Tinganga
KBY 914Y
 
 
 
 
616,695.00
6,405.00
981.00
6.53
6.5
985.38
4.38
saving


Supermarkets
KDP 349L
Mahindra
Bolero
 
2023
24,076.00
3,536.00
351.00
10.07
10
353.60
2.60
saving


 
KTWC 668S
TUKTUK
Piaggio
48
2022
31,352
1,639.00
80.00
20.49
20.00
81.95
1.95
Okay

Implication·       The fuel consumption of most routes is in line with the established standard rates, with only minor variances observed.","The fuel consumption of most routes was in line with the established standard rates, with only minor variances observed.",None,,,We recommend conducting a thorough investigation into the Tinganga route to address its slightly higher-than-average fuel consumption.,N/A,N/A,N/A
127302,Thika,N/A,N/A,2025-02-11,active,Debtors’ analysis,medium,"·       An analysis of the debtors' balances as at October 13 February 2025, was conducted to identify any instances of bad debts or unresolved balances by route.·       We noted that most routes had zero balances and prepaid balances while other routes had balances as illustrated below;

Total Debtors
4,774,556.40
 
 
 
 


 
 
 
 
 
 
 
 


Institutions
 
Dormant Accounts
 
Other Clients Balances


Details
Amount
 
Details
Amount
 
Details
Amount


Avocado Avenue Limited
19,710.00
 
Loreto Kiambu
146,500.00
 
Patric Mugendi
2,225.00


Bidii Investments Ltd
2,440.00
 
Joseph Macharia
1,740.00
 
Hudson Mbayaki
34,728.00


Kiarutara Pry Schl
62,688.00
 
Kanyenyaini Sec Schl
217,545.00
 
Benson Miano
18,536.00


Kiarutara Sec Schl
92,568.00
 
Gatitu Girls Sec
4,950.00
 
Peter Waweru
16,800.00


Njiris Sec Schl
98,178.00
 
Gatitu High Schl
396,505.00
 
Onesmus Gachanja
3,825.25


P.C.E.A Elijah Kagiri Academy
82,335.00
 
Pleasant View Schl
611,294.00
 
Mambo Musee
13,140.00


Powerstar Supermarket Kangari Ltd
222,588.60
 
St Rita Wamwangi High Schl
233,035.00
 
Joseph Musembi
4,718.55


Muranga C.T Pry Schl
278,820.00
 
Benedict Mutie
7,924.00
 
Bonface Ngeka
13,176.00


St Martin's Deporres Boys
137,440.00
 
Pius Kioko
1,185.00
 
Samuel Njatha
4,495.00


Braeburn Schl
48,180.50
 
Totals
1,620,678.00
 
Paul Nzioki
2,350.75


Gathiru-ini Sec Schl
431,615.00
 
 
 
 
Julius Muhoi
4,147.25


Holy Family Catholic Pry Schl
57,255.00
 
 
 
 
Antony Kimani
7,884.00


Powerstar Supermarket Mini Ltd
189,549.00
 
 
 
 
Charles Waruiru
5,707.00


St Annes Sec Schl
42,358.00
 
 
 
 
Catherine Mwaura
81,000.00


St Joseph's High Schl
325,135.00
 
 
 
 
Daniel Macharia
2,666.00


Waeconmatt Ltd
4,151.00
 
 
 
 
Nyangweso Fredrick
9,178.00


Don Bosco Center
113,300.00
 
 
 
 
Paul Nzioki
17,000.00


Drop And Shop Supermarket
12,984.00
 
 
 
 
Alice Gakenia
13,984.50


Leestar Supermarket Ltd
219,216.00
 
 
 
 
Samuel Musyoka
5,757.00


Nyati Girls Sec Schl
80,914.00
 
 
 
 
Totals
261,318.30


Thaara Sec Schl
13,640.00
 
 
 
 
 
 


Thika Central Grocery Ltd
11,859.00
 
 
 
 
 
 


Circle Test Training Institute
4,315.00
 
 
 
 
 
 


Drop And Shop Supermarket-Tatu city
5,383.00
 
 
 
 
 
 


Leestar Supermarket Ltd-Ruiru
258,978.00
 
 
 
 
 
 


The Corner Brook Schl
36,575.50
 
 
 
 
 
 


The Homeway Supermarket Ltd
6,559.50
 
 
 
 
 
 


Kenchic Ltd Kilimambogo
33,825.00
 
 
 
 
 
 


Totals
2,892,560.10
 
 
 
 
 
 

Most clients were supplied with bread the reason being they had sufficient security deposits and or extra cents. This was an attempt to increase sales while also minimizing credit risks","Unpaid balances route -wise increases the risk of bad debts, this therefore will affect the company budgets as it will need to allocate larger portions for bad debts provisioning which will reduce the capital to be reinvested in the business.",None,,,We recommend the marketing team to promptly follow up with the listed institutions to ensure balances are cleared to reduce the instances of Defaults/bad debts.,N/A,N/A,N/A
127302,Thika,N/A,N/A,2025-02-11,active,Mini shop Spot Check.,medium,"·       A spot check was conducted at the Mini Shop on February 13, 2025, to verify that all bread loaded for sale was properly accounted for and to ensure that the recorded sales was aligned with the balances associated with the provided pay bill number, given that the Mini Shop operates under a policy of not accepting physical cash.·       We observed that all sales recorded up to the time of the spot check were properly accounted for. Additionally, the physical stock of bread, including all loadings and top-ups, excluding sales, was available as expected, as outlined below:

Description
400G
600G
800G
 Total


Loading=A
900.0
120.0
40.0



Balance/stock at hand =B
480.0
111.0
40.0



Quantity sold =C
420.0
9.0
0.0



Selling price=D
53.0
79.0
104.0



Expected Sales E=(C*D)
22,260.0
711.0
0.0
22,971.00


Till account balance.(Inclusive of settled amount)=F
 
 
 
44,536.00


Advance Payment-macharia=G
 
 
 
(35,857.00)


Adjusted Mpesa Bal H=(F-G)
 
 
 
8,679.0


Payment-Equitel=I
 
 
 
14,468.0


Advance payment -Grace & Transaction charges =J
 
 
 
180.0


Total sales amount available K=H+I-J
 
 
 
22,967.0


Variance(K-E)
 
 
 
-4.0","Mini Shop's controls were functioning effectively, however the branch should maintain a record for the transaction charges.",None,,,We recommend the branch management to regularly conduct periodic reviews for Mini shop to ensure that controls remain effective.,N/A,N/A,N/A
127302,Thika,N/A,N/A,2025-02-11,active,Cash Verification,medium,"·       As part of our routine checks, a cash verification was conducted to ensure that the physical cash on hand was consistent with the recorded cash balance in the cash-flow records. The review also aimed to assess the adherence to cash management controls.·       The spot check revealed that cash balances were well-controlled, with a minimal variance of -1, which was attributed to change balances.Implication·       Small variance noted in cash office indicates that the cash controls are strong and working effectively.",Negligible variance noted in cash office indicates that the cash controls are strong and working effectively.,None,,,"·       The minimal variance -1 suggests that there may be slight discrepancies due to small change fluctuations however, formalizing a variance threshold (e.g., within ±1% of the recorded balance), should be implemented and ensure that any variance exceeding this threshold is investigated.",N/A,N/A,N/A
127302,Thika,N/A,N/A,2025-02-11,active,Mixing Chart Analysis,medium,"·       The purpose of this test was to evaluate the mixing chart documents, both shift-wise and summarized, for the period from 01 January to 31 January 2025. The key focus areas were to assess the branch’s Utto oil consumption, average yield, and instances of remixes as illustrated below:Ø  The Utto consumption was at1 unit per bag implying a ration of bags to utto unit of 1:1Ø  The average yield for the reviewed period was 191.57 loaves per bag.Ø  Average production was 93.79 bags per day representing 76.88% of target achievement which is 122 bags as tabled below:

Particulars
Number


Utto
2,907


Yeast 125g
2,907


Production in bags
2,908


Total cash flow loaves
557,022


Average yield
191.57


Average Production /Average daily production in bags
93.79


Average production Target in bags
122.00


Production target achievement (%)
76.88%


Utto consumption to bags produced
1:1


No of Remixes
504.00

Implication·       The branch achieved only 76.88% of the daily production target.·        This shortfall of 23.12% indicates that there may be inefficiencies or constraints affecting the branch's ability to meet its target.Factors such as equipment downtime, market dynamics and labour issues could be contributing to the underperformance.","The branch achieved only 76.88% of the daily production target. This shortfall of 23.12% indicates that there may be inefficiencies or constraints affecting the branch's ability to meet its target. Factors such as equipment downtime, market dynamics and labour issues could be contributing to the underperformance.",None,,,"·       It is essential for the branch to align production targets with actual sales levels.·       It is recommended that the branch collaborates more closely with the sales team to ensure alignment between production and actual sales demand.The branch should provide the sales team with accurate production forecasts and product availability, while the sales team should focus on driving sales, exploring new markets and implementing promotional strategies to increase demand",N/A,N/A,N/A
127302,Thika,N/A,N/A,2025-02-11,active,Bread Damages Check,high,"·       We conducted an evaluation of bread damages at the Thika branch from January 1 to January 31, 2025, to assess whether the production process adhered to established quality control measures. The review aimed to ensure compliance with the predefined damage thresholds of 0.2% of total production for production-related damages and 0.5% of total sales for market-related damages.·       The review revealed that market damages accounted for 0.91% of total sales, which exceeded the allowed limit of 0.50%. Productions damages, on the other hand, were at 0.30% of total production which was above the maximum acceptable limit as detailed below:Production Damages analysis

Details
Quantity/Value


Total Production damages= A
1,650.50


Total Production = B
557,021.50


Prod. Damages Perce C=(A/B)%
0.30%


KPI =D
0.20%


Difference E=D-C
-0.10%


Cost Implication F=(E*B)*53
(29,552.14)

Market Damages analysis

Details
Quantity/Value


Total Market damages= A
5,024.50


Total Sales = B
550,311.75


Market. Damages Perce C=(A/B)%
0.91%


KPI =D
0.50%


Difference E=D-C
-0.41%


Cost Implication F=(E*B)*53
(119,582.74)

FindingsThe issue of old and potentially damaged tins identified in the previous audit continues to cause production damages and is now affecting the quality of bread as seen in increased returns.","Both market and production-related damages are leading to financial losses, with the total cost implication amounting to approximately 149,135.88 (combining the production and market-related damages).The production damages are closely linked to the quality of the materials used (e.g., damaged tins). There is a need to ensure that the production process adheres strictly to quality standards, especially regarding packaging materials. If left unaddressed, this issue could cause further deterioration in product quality and increase the number of returns, affecting customer satisfaction and long-term brand loyalty.Exceeding the allowed thresholds for both production and market-related damages might expose the company to risks of non-compliance with internal policies",149135.88,,,"·       We recommend the branch to strengthen damages controls to ensure that production and market damages remain within the acceptable thresholds of 0.2% and 0.5% respectively.·       We also recommend an immediate action which is needed to replace or repair the damaged tins to prevent further impact on product quality.·       The branch should work closely with supermarkets to ensure that bread orders are in line with actual sales potential.·       Additionally, a more stringent return policy should be implemented, potentially involving shared costs or limiting the quantity of bread orders, to minimize returns due to over ordering.",N/A,N/A,N/A
127303,Kitale,N/A,N/A,2025-02-11,active,Bread Weight,medium,"The bread that was ready for dispatch to the market on 16 February 2025 was sampled and weighed to check whether it had correct weight standards as per the Weight and measures act. The underweight is shown in the table below.

Type
Sample
O/wt
C/wt
U/wt
% U/wt
Ave. wt


400 S/N
75
0
34
41
55%
389.60


800 CTW
55
2
25
28
51%
779.78


400 CTW
89
2
23
64
72%
384.40


600 CT
60
3
38
19
32%
587.13


1500 CTW
48
5
1
42
88%
1,412.29",Underweights should be discourage because it could expose the company to heavy penalties if caught by the weight and measures officials and also could lead to reputational risk hence loss customer’s as well as deny them value for their money.,None,,,A follow up should be done by the branch management to ensure set dividing and packing standards are adhered to so as to eliminate cases of underweight,N/A,N/A,N/A
127303,Kitale,N/A,N/A,2025-02-11,active,Bread Damages,medium,"The branch damages were reviewed for a period of 44 days from 01.01.2025 to 13 February 2025. The damages were analyzed to establish whether they were within the limit of 0.50% and 0.2% for market and production damages respectively.From the analysis, it was noted that the overall production damages were 0.34% of bread produced while market damages were 0.54% of sales for the same period.Below is the summary of the analysis.Table 1 Analysis of the production Damages

Details
No. Damages


Total Production damages= A
3,471.00


Total Production = B
1,010,721.25


Prod. Damages Perce C=(A/B)%
0.34%


KPI =D
0.20%


Difference E=D-C
0.14%


Cost Implication F=(E*B)*53
- 74,995.51

            Table 2 Analysis of the Market Damages

Details
No. Damages


Total Market damages= A
5,204.75


Total Sales = B
956,827.50


Market. Damages Perce C=(A/B)%
0.54%


KPI =D
0.50%


Difference E=D-C
0.04%


Savings Implication F=(E*B)*53
-20,284.743","Excess damages surpassing the set threshold is a loss to the company.High market bread damages can lead to customer dissatisfaction and lost sales.High market bread damages are a significant financial liability. The cost of damaged bread that is not sold to customers must be deducted from revenue, which can reduce profits and cash flow.",9528025.0,,,Enhance controls within the production process to ensure bread produced is of good quality thereby minimize possibility of excess production and market damages,N/A,N/A,N/A
127303,Kitale,N/A,N/A,2025-02-11,active,Damages Sent to ingredients Department,medium,"Analysis was conducted on damages sent to ingredients department to establish whether damages sent matched with damages recorded on the SAP systems/ cash flow.For the period of 44 days from 1 January 25 to 13 February 2025. We noted a significant difference between total damages at the branch level and damages sent to ingredients damages. Total branch damages were 8,893.25 pieces while those sent to ingredients plus damages in the branch on 14 February 2025 were 8,728.25pieces, resulting in a variance of -165  pieces of bread.It was noted that damages were stored in an open store which was not locked. Therefore it was very easy to destroyer damages without the knowledge of the branch manager.The table below illustrates the summary of the findingsTable 3 Analysis of the Damages sent to ingredients department

Details
Loaves


Opening Balance as at 1st Jan 2025-A
217.50


Add: Production Damages
3,471.00


Market Damages
5,204.75


Oven Damages
0.00


Bread Deduction
0.00


Total Damages-1 January-13 Feb 25 (Pcs)-B
8,893.25


Less: Damages Sent to Ingredients as at 14 plus damages in branch that morning-C
8,728.25


Variance in Loaves D=C-B
-165.00


Cost implications
-8,745.00","Variance of damages sent to ingredients and damages recorded on SAP systems is significant and this implies weakness in control where damages were being overstated. The revenue loss was Ksh.8,745",8745.0,,,"Excess damages sent should be recovered.Branch should enhance transparency and avoid overstating of the damages.Is the responsibility of the assistant operation manager to check, verify and weigh damages before there are destroyed this improves accountability.",N/A,N/A,N/A
127303,Kitale,N/A,N/A,2025-02-11,active,Production Efficiency,medium,"The production efficiency was calculated for a sample period of a 44 days from 1 January to 13 February 2025. The aim was to establish if the branch was achieving the set production efficiency of 4.50 bags per production worker.From the analysis it was noted that production efficiency was 4.17 bags per production worker.Details of the finding were as illustrated on the table below.

Details
Totals


KPI
4.5


Production workers Hired
1,260.00


Expected production in corresponded to production workers hired
5670


Actual Production
5,256.00


Variance
-414.00


Actual production efficiency achieved
4.17


Percentage of production efficiency Achieved
92.70%",The branch did not achieve the set production efficiency target meaning that the cost of production was above set budget,None,,,The branch should enhance controls to efficiently utilize the labour,N/A,N/A,N/A
127303,Kitale,N/A,N/A,2025-02-11,active,Packing Efficiency ,medium,"Production Efficiency affected by shift cuts due to high bread balance.We will do orientation to production team so that their can understand their responsibilityPacking efficiency calculated with an intention of establishing whether the branch was achieving the set target of the 97 crates per slicers.For 44 days from 1 January 2025 to 13 February 2025, it was found that the packing efficiency was 89.23 crates per slicer.

Details
Amount


3rd Shift Production A
10,004.50


Add production =B
1,010,684.75


Less Production 3rd shift production  =C
7,290.00


Total loaves  D=A+B-C
1,013,399.25


Less FOC/Production damages/Deductions =E
6,851.00


Expected loaves to be packed F=D-E
1,006,548.25


Slicer hired =G
752.00


Actual Packing efficiency achieved
89.23


Slicers who were supposed to be hired
692


Extra slicers hired
60


Cost implications
54,720","Average packing efficiency was below the set target implying an extra cost of Ksh.54,720.00 incurred by paying 60 extra slicers.",54720.0,,,Hiring of Packers shift wise should be guided by the number of bags produced in the prior shift. This will enable the branch to achieve set target,N/A,N/A,N/A
127304,Forest,N/A,N/A,2025-02-15,active,Stock Take,medium,"The stock exercise was conducted on 13 February 2025 to establish whether the internal controls were effective within the branch and to check if all the finished products and raw materials were matching with the system balances.After stock take, it was noted that most stock items had nil variations with exception to bread stock which had a variance of +30.50 pcs, poly bags -47.90 pcs (cumulative) and Gunny bags 25kg and 50kg  which had a variance of -43 pcs and 39 pcs respectively.Details of the findings were as illustrated in the table below

Item Description
UoM
Stock as per SAP
Physical Stock
Variance


Brown bread ingredients 7kg
Bags
13
13.00
0.15


White ingredients 9Kgs
Bags
525
525.00
-0.15


White Flour
Kgs
157,257
157,250.00
-7.41


Brown Flour
Kgs
643
650.00
7.36


Wheat Bran
Kgs
13
9.20
-3.65


Yeast - 125gms
Sachets
556
557.00
1.00


Vegetable Oil (Utto) new
Kgs
109
107
-2.37


Packing Materilas
Pieces
281,355
281,307
-47.90


Bread Stock
Pieces
18,357
18,387
30.50


Gunny bags 25kg
Pieces
347
304
-43


Gunny bags 50kg
Pieces
637
598
-39",Effective control of raw materials and finished products were witnessed.Weak controls on gunny bags resulting in significant variances.,None,,,The branch management should ensure frequent stock take especially at the end of each shift so that the variation can be addressed.BOM for materials especially flour should be revised to match the production quantitiesBranch manager should be direct involved on counting and verifying of the gunny bags packed and sent to ingredients also the branch should improve on record keeping for gunny bags.,N/A,N/A,N/A
127304,Forest,N/A,N/A,2025-02-15,active,Bread Weight,high,"The bread that was ready for dispatch to the market on 14 February 2025 was sampled and weighed to check whether it had correct weight standards as per the Weight and measures act. The underweight is shown in the table below

Type
Sample
O/wt
C/wt
U/wt
% U/wt
Ave. wt


200 CTW
76
4
20
52
68%
192.24


400 CTW
78
12
29
37
47%
392.91


600 CTW
75
0
47
28
37%
583.93


800 CTW
73
0
39
34
47%
779.25


400 S/N
74
5
57
12
16%
391.59


600 BW
76
4
46
26
34%
583.93


800 BW
47
2
18
27
57%
780.45


1.5 CTW
20
3
9
9
45%
1466.85",Underweights should be discourage because it could expose the company to heavy penalties if caught by the weight and measures officials and also could lead to reputational risk hence loss customer’s as well as deny them value for their money.,None,,,Branch management should consistent and continuous monitoring of the production flow to prevent cases of overcooled bread by flowing up and tightening supervision of workers to ensure set target are achieved and set standards are adhered to.,N/A,N/A,N/A
127304,Forest,N/A,N/A,2025-02-15,active,Bread Damages Analysis ,medium,"The branch damages were reviewed for a period of 44 days from 01.01.2025 to 13 February 2025. The damages were analyzed to establish whether they were within the limit of 0.5% and 0.2% for market and production damages respectively.From the analysis, it was noted that the overall production damages were 0.25% of bread produced while market damages were 0.30% of sales for the same period.Below is the summary analysis.                                                                                                                                            Table 1 Analysis of the production Damages 






Details
No. Damages


Production Damages
2,229.50


Oven damages
0.00


Total damages
2,229.50


Production Done
878,476.00


% damages
0.25%


KIP
0.20%


Revenue lost
-  25,990.14


                                                                                                                                                 Table 2 Analysis of the Market Damages






Details
No. Damages


Market Damages
2,048.50


Supermarket returns
0.00


Totals Damages
2,048.50


Total Sales
688,516.25


% damages
0.30%","Excess production damages surpassing the set threshold is a loss to the company. The cost implication was Ksh.25,990.14",25990.14,,,Enhance controls within the production process to ensure bread produced is of good quality thereby minimize possibility of excess production and market damages.,N/A,N/A,N/A
127304,Forest,N/A,N/A,2025-02-15,active,Analysis of Bread damages sent to ingredients ,high,"Analysis was conducted on damages sent to ingredients department to establish whether damages sent matched with damages recorded on the SAP systems.For the period 1 January 25 to 13 February 2025. We noted a significant difference between total damages at the branch level and damages sent to ingredients damages. Total branch damages were 4,583 pieces while those sent to ingredients plus damages in the branch on 14 February 2025 were 4,980.75 pieces, resulting in a variance of + 397.75  pieces of bread.It was noted that damages were stored in an open store which was not locked. Therefore it was very easy to destroyer damages without the knowledge of the branch manager.The table below illustrates the summary of the findingsTable 3 Analysis of the Damages sent to ingredients department

Details
Loaves


Opening Balance as at 1st Jan 2025-A
165.00


Add: Production Damages
2,229.50


Market Damages
2,048.50


Oven Damages
140.00


Bread Deduction
0.00


Total Damages-1 January-13 Feb 25 (Pcs)-B
4,583.00


Less: Damages Sent to Ingredients as at 14 plus damages in branch that morning-C
4,980.75


Variance in Loaves D=C-B
397.75


Cost implications
21,080.75","Variance of damages sent to ingredients and damages recorded on SAP systems is significant and this implies weakness in control where damages were being overstated. The revenue loss was Ksh.21,080.75",21080.75,,,"Excess damages sent should be recovered.Branch should enhance transparency and avoid overstating of the damages. Is the responsivity of the assistant operation manager to check, verify and weigh damages before there are destroyed.Damages store should reaming locked throughout.",N/A,N/A,N/A
127304,Forest,N/A,N/A,2025-02-15,active,Mixing chart Analysis,high,"The mixing chart, mixing chart summaries, and cash flow were reviewed from 01.01.2025 to 13.02.2025 to check the average bags, the average yield, the utto consumption, the extent of the remixes, the figures transferred from mixing chart to cash flow if they are accurate and also to verify and confirm if the total finished product posted on the SAP was matching the mixing chart recorded at the production area. The following findings were noted.v  Average production was 109.90 bags per day representing 56.36% of target which is195 bags per day (Branch Capacity)v  Average yield was 190.16v  Utto consumption was 100%.v  No remix were noted over the audit periodThe table below illustrates the summary of the findings.

Details
Qty


Average Production Target in Bags
109.90


Production Target Achievement (109.90/195 x100)
56.36%


Yield Target Per Bag
190.16


Utto Consumption % of Production
100.00%


Number Remixes in tins
0.00",Failure to achieve production implies the company never achieved the expected revenues.,None,,,The branch should strive to ensure that they attain their target.,N/A,N/A,N/A
127304,Forest,N/A,N/A,2025-02-15,active,Production Efficiency ,medium,"The production efficiency was calculated for a sample period of a 44 days from 1 January to 13 February 2025. The aim was to establish if the branch was achieving the set production efficiency of 4.50 bags per production worker.From the analysis it was noted that production efficiency was 4.35 bags per production worker.Details of the finding were as illustrated on the table below.

Details
Totals


KPI
4.5


Production workers Hired
1,062.00


Expected production in corresponded to production workers hired
4779


Actual Production
4,616.00


Variance
-163.00


Actual production efficiency achieved
4.35


Percentage of production efficiency Achieved
96.59%",The branch did not achieve the set production efficiency target meaning that the cost of production was above set budget,None,,,The branch should enhance controls to efficiently utilize the labour.,N/A,N/A,N/A
127304,Forest,N/A,N/A,2025-02-15,active,Packing Efficiency ,high,"Packing efficiency calculated with an intention of establishing whether the branch was achieving the set target of the 97 crates per slicers.For 44 days from 1 January 2025 to 13 February 2025, it was found that the packing efficiency was 85.75 crates per slicer.

Details
Amount


3rd Shift Production A
4,927.00


Add production =B
878,521.25


Less Production 3rd shift production  =C
10,280.00


Total loaves  D=A+B-C
873,168.25


Less FOC/Production damages/Deductions =E
4,986.50


Expected loaves to be packed F=D-E
868,181.75


Slicer hired =G
675.00


Actual Packing efficiency achieved
85.75


Slicers who were supposed to be hired
597


Extra slicers hired
78


Cost implications
71,136","Average packing efficiency was below the set target implying an extra cost of Ksh.71,136.00 incurred by paying 78 extra slicers.",71136.0,,,Hiring of Packers shift wise should be guided by the number of bags produced in the prior shift. This will enable the branch to achieve set target,N/A,N/A,N/A
127304,Forest,N/A,N/A,2025-02-15,active,Mileage Analysis ,medium,"The purpose of this audit was to assess and analyze the fuel consumption within the branch sales vehicle for the period 01.02.2025 – 16.02.2025. The primary objectives were to evaluate compliance with fuel efficiency standards, identify any areas of inefficiency, and recommend strategies for reducing fuel consumption and associated costs. The audit encompassed a comprehensive review of fuel records, maintenance logs, and related policies and procedures.From the analysis it was noted that fuel consumption was well controlled with exception to two routes Chepareria and Kacheliba Routes which had over consumed fuel.The table annexed at the bottom represents the analysis of the route vehicles.

Veh No
Make
Year of Manuf
Age
Route
KM
FUEL
KPI
ACTUAL
Variation


KDP 498R
Mitsubishi
2023
1
Mois Bridge
2,645
372
7.0
7.11
5.86


KCX 179S
Mitsubishi
2019
5
Chepareria Route
3,093
442
7.5
7.00
-29.60


KDP 494R
Mitsubishi
2023
1
Kapenguria Route
2,975
432
7.0
6.89
-7.00


KDH 197V
Mitsubishi
2021
3
Kacheliba Route
2,424
355
7.5
6.83
-31.80


KDN 235Y
Mitsubishi
2022
2
Ortum Route
4,434
630
7.0
7.04
3.43",Vehicle using more fuel than set standard implies that the company was incurring more than set budget.,None,,,Fuel over consumption should be control to set standard and in case there is no change a retest should be done to determine actual rate of consumption,N/A,N/A,N/A
127307,Eldoret,N/A,N/A,2025-02-11,active,Bread Weight,medium,"Bread produced and packed in the branch were weighed randomly to determine if bread dispatched to the market was of the correct weight.     From the sample selected audit noted that all varieties weighed had underweight cases with exception to 400g Supa Nutri which had no underweight cases as illustrated in the table below;

Size
Sample
O/wt
C/wt
U/wt
% U/wt
Ave. wt


400g CTW
75
11
51
13
17.3%
400.97g


400g SN
62
5
57
0
0%
403.84g


400g BRW
60
13
44
3
5%
405.22g


600g CTW
57
0
31
26
45.61%
589.81g


600g BRW
50
0
38
12
24%
593.16g


800g CTW
50
0
30
20
40%
784.30g


8oog BRW
54
0
49
5
6%
814.32g


1500g CTW
13
0
12
1
7.69%
1,455.60g",Underweight bread dispatched to market exposes the company to risk of penalties if they are intercepted by the weight and measures officials.,0.0,,,None,N/A,N/A,N/A
127307,Eldoret,N/A,N/A,2025-02-11,active,Bread Damages Check,medium,"An analysis of production and market/supermarket damages was done to determine whether they were within the allowed percentage of 0.2% to total production and 0.5% of total sales respectively.     A sample period of 42 days (1 January 2025 to 11 February 2025) was used to analyse bread damages. Audit noted that the percentage of average production damages stood at 0.23% of the total production while average market damages was 0.41% of total sales as illustrated in the table below;

Particulars
Loaves
Loaves


Production Damages
3,020
0


Market Damages
0
4,477


Smkts
0
63


Totals
3,020
4,540


Total Loaves
1,302,281.95
1,106,014.50


% of Damages
0.23%
0.41%","Production bread damages were above set limits meaning the company had lost revenue amounting to Ksh 19,695.65 {[(0.03*3,020)/0.23]*53} through excess damages.",19695.65,,,The branch management should control bread damages by ensuring all production procedures are being followed and bread produced is of good quality so as to reduce production damages.,N/A,N/A,N/A
127307,Eldoret,N/A,N/A,2025-02-11,active,Mixing Chart Analysis,medium,"Mixing charts and mixing chart summaries from 1 January 2025 to 11 February 2025 were examined to find out the branch’s utto consumption, average yield, cases of remix and summation of totals          After examining the records the follow were noted;Ø  Average yield per bag was191.23loaves per bag.Ø  Utto consumption was at 100%.ØAverage production was 162.14 bags per day representing 83.15% of target which is 195 bags per day (Branch Capacity)    The table below illustrates the findings;

Utto
6,810


Yeast 125g
6,810


Production in bags
6,810


Total cash flow loaves
1,302,282


Average yield
191.23


Average Production
162.14


Production target achievement
83.15%


Utto consumption to bags produced
100%

     Audit further noted that details in mixing charts in some days were different from those transferred to mixing chart summaries. Below are some of the cases noted;Ø  02.01.25 Chart for unit 1 first shift had 19 bags but the summary had 18 bagsØ  10.01.25 chart for unit 1 3 shift had 40 bags  while mixing chart summary had 38 bagsØ  In some cases mixes recorded were being cancelled (14 & 16.01.25)",Target production in bags was not achieved meaning the branch’s capacity was underutilized.       By transferring different bags to have been produced to the summary implied that there was no follow up,None,,,"On those days the branch run on full capacity, the branch management should ensure production target is achieved. Through market promotions, new customers within the existing routes may be reached which in turn will increase productionNumber of loaves produced per mix  should only be recorded after dividers have finished dividing as this will control cases of cancellation of mixes and recording more mixes yet they were not done",N/A,N/A,N/A
